File 	 Total number of insects 	 Average area 	 Smaller than 4mm 	 Between 4 and 10mm 	 Larger than 10mm 
IMG_1247.JPG 	 207 	 8 	 162 	 45 	 0
IMG_1248.JPG 	 204 	 9 	 151 	 50 	 3
IMG_1250.JPG 	 162 	 6 	 142 	 16 	 4
IMG_1251.JPG 	 201 	 6 	 176 	 25 	 0
